submission_num,submission_date,state,total_cases,confirmed_cases,probable_cases,new_case,probable_new_cases,consent_cases,consent_deaths,total_deaths,confirmed_deaths,probable_deaths,new_deaths,probable_new_deaths
37078,9/30/2021,WI,810164,727007,83157,2709,383,Agree,Agree,8888,7997,891,20,2
15030,9/28/2020,MS,100298,91592,8706,666,205,Agree,Agree,3230,2947,283,17,4
32299,7/13/2021,IN,758479,NULL,NULL,575,0,Not agree,Agree,13919,13493,426,10,0
29248,5/23/2021,MO,596451,NULL,NULL,189,68,Not agree,Not agree,9006,NULL,NULL,0,0
1197,2/10/2020,WA,1,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,0,NULL
19655,12/14/2020,NH,31875,NULL,NULL,919,307,Not agree,Not agree,604,NULL,NULL,1,1
38726,10/28/2021,MI,1270393,1124542,145851,5012,827,Agree,Agree,23556,22088,1468,30,2
19099,12/5/2020,IN,375028,NULL,NULL,7690,0,Not agree,Agree,6186,5918,268,84,4
37173,10/2/2021,ND,133652,117456,16196,133,-41,Agree,Not agree,1621,NULL,NULL,0,0
23114,2/10/2021,GU,7686,NULL,NULL,13,1,Not agree,Not agree,130,NULL,NULL,0,0
9386,6/26/2020,MI,120280,109291,10989,1379,182,Agree,Agree,6274,5967,307,5,0
26878,4/13/2021,WI,647091,586632,60459,1127,205,Agree,Agree,7394,6690,704,11,1
658,2/1/2020,WI,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
28831,5/16/2021,MT,110685,100401,10284,41,1,Agree,Agree,1598,1598,0,0,0
28038,5/3/2021,IL,1341777,1341777,0,2049,0,Agree,Agree,24389,22047,2342,31,3
19405,12/10/2020,ME,15205,13331,1874,344,46,Agree,Agree,250,247,3,4,1
24970,3/13/2021,DE,91402,86458,4944,198,30,Agree,Agree,1504,1368,136,8,0
4256,4/1/2020,VT,298,NULL,NULL,27,0,Not agree,Not agree,16,NULL,NULL,0,0
4856,4/11/2020,VT,661,NULL,NULL,30,0,Not agree,Not agree,28,NULL,NULL,2,0
17005,10/31/2020,ME,6668,5907,761,0,0,Agree,Agree,147,146,1,0,0
13530,9/3/2020,MS,88461,82699,5762,560,99,Agree,Agree,2918,2706,212,16,2
3476,3/19/2020,VT,14,NULL,NULL,2,0,Not agree,Not agree,0,NULL,NULL,0,0
23037,2/8/2021,WA,322419,NULL,NULL,717,65,NULL,NULL,4451,NULL,NULL,2,0
11826,8/6/2020,CA,529980,529980,0,5258,0,Agree,Agree,9660,9660,0,140,0
9718,7/1/2020,WI,32225,29199,3026,563,23,Agree,Agree,793,786,7,2,0
32758,7/20/2021,WI,680743,615378,65365,491,104,Agree,Agree,8223,7383,840,11,2
4464,4/5/2020,MD,4045,NULL,NULL,920,NULL,NULL,NULL,125,119,6,22,0
2364,3/1/2020,MD,0,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,NULL
38636,10/26/2021,VT,36208,NULL,NULL,85,8,Not agree,Not agree,340,NULL,NULL,0,0
37255,10/3/2021,VI,6826,NULL,NULL,15,0,NULL,NULL,71,NULL,NULL,0,0
17477,11/8/2020,ID,72961,62765,10196,649,44,Agree,Agree,686,636,50,3,0
34856,8/24/2021,VT,25496,NULL,NULL,120,2,Not agree,Not agree,260,NULL,NULL,0,0
31196,6/24/2021,VT,22801,NULL,NULL,7,0,Not agree,Not agree,249,NULL,NULL,0,0
32277,7/12/2021,WA,456709,NULL,NULL,536,67,NULL,NULL,6000,NULL,NULL,1,0
6739,5/13/2020,IN,25473,NULL,NULL,346,0,Not agree,Agree,1610,1478,132,41,4
3986,3/28/2020,MI,15865,15509,356,1106,32,Agree,Agree,288,264,24,70,4
5357,4/20/2020,ID,1736,1638,98,64,7,Agree,Agree,48,32,16,3,0
19946,12/19/2020,MI,557977,513154,44823,2107,229,Agree,Agree,12620,11939,681,107,8
1048,2/8/2020,MO,0,NULL,NULL,0,NULL,Not agree,Not agree,0,NULL,NULL,0,NULL
11558,8/1/2020,NV,49306,49074,232,994,8,Agree,NULL,858,NULL,NULL,2,0
8305,6/8/2020,ME,2588,2305,283,18,8,Agree,Agree,99,99,0,0,0
31658,7/2/2021,NV,334763,334763,0,508,0,Agree,NULL,5697,NULL,NULL,5,0
36775,9/25/2021,VI,6631,NULL,NULL,11,0,NULL,NULL,69,NULL,NULL,0,0
29430,5/26/2021,MS,317590,194468,123122,156,66,Agree,Agree,7403,5107,2296,3,1
11794,8/5/2020,NE,27505,NULL,NULL,351,0,Not agree,Not agree,335,NULL,NULL,3,0
18752,11/29/2020,NC,371557,347722,23835,3071,414,Agree,Agree,5816,5601,215,48,4
36919,9/28/2021,IN,956548,NULL,NULL,2318,0,Not agree,Agree,15550,15060,490,88,0
20738,1/1/2021,NV,227046,227046,0,2315,0,Agree,NULL,3146,NULL,NULL,21,0
32978,7/24/2021,NV,349843,349843,0,800,0,Agree,NULL,5823,NULL,NULL,6,0
26477,4/7/2021,ID,182531,146594,35937,349,76,Agree,Agree,1980,1727,253,6,0
16082,10/16/2020,AL,170087,149975,20112,1296,301,Agree,Agree,4295,3695,600,22,6
18513,11/25/2020,ND,76442,76442,0,964,0,Agree,Not agree,897,NULL,NULL,10,0
13768,9/7/2020,MO,99675,NULL,NULL,721,23,Not agree,Not agree,2002,NULL,NULL,26,0
18815,11/30/2020,NH,20994,NULL,NULL,514,227,Not agree,Not agree,526,NULL,NULL,0,0
4750,4/10/2020,DE,1474,1450,24,154,4,Agree,Agree,32,NULL,NULL,9,NULL
7118,5/19/2020,NV,7046,7046,0,125,-15,Agree,NULL,373,NULL,NULL,-6,-15
27897,4/30/2021,WA,402908,NULL,NULL,1470,197,NULL,NULL,5499,NULL,NULL,12,0
4298,4/2/2020,NV,1458,NULL,NULL,179,NULL,Agree,NULL,38,NULL,NULL,6,NULL
19713,12/15/2020,ND,88395,86232,2163,2,0,Agree,Not agree,1170,NULL,NULL,0,0
16285,10/19/2020,ME,5989,5341,648,27,9,Agree,Agree,146,145,1,0,0
28514,5/11/2021,GU,8061,NULL,NULL,9,1,Not agree,Not agree,139,NULL,NULL,0,0
20882,1/4/2021,AL,376111,305567,70544,5541,1974,Agree,Agree,7516,6142,1374,94,25
34270,8/15/2021,DE,114486,106151,8335,299,21,Agree,Agree,1838,1681,157,0,0
24515,3/5/2021,NH,76422,NULL,NULL,244,70,Not agree,Not agree,1178,NULL,NULL,0,0
5037,4/14/2020,WA,10382,NULL,NULL,248,0,NULL,NULL,546,NULL,NULL,38,NULL
8125,6/5/2020,ME,2482,2210,272,36,7,Agree,Agree,98,98,0,3,0
38611,10/26/2021,MT,173104,145794,27310,1123,287,Agree,Agree,2305,2305,0,46,0
16937,10/30/2020,ID,63810,55834,7976,1064,199,Agree,Agree,626,582,44,11,0
30790,6/18/2021,DE,109548,101955,7593,78,8,Agree,Agree,1683,1539,144,4,1
25337,3/19/2021,ID,177185,142688,34497,383,112,Agree,Agree,1941,1694,247,3,2
28350,5/8/2021,MS,314574,192703,121871,170,72,Agree,Agree,7354,5076,2278,8,3
28298,5/7/2021,NV,317980,317980,0,498,0,Agree,NULL,5498,NULL,NULL,8,0
34915,8/25/2021,VI,5707,NULL,NULL,23,0,NULL,NULL,51,NULL,NULL,0,0
29598,5/29/2021,IL,1381063,1381063,0,802,0,Agree,Agree,25166,22776,2390,39,2
8728,6/15/2020,MO,17786,NULL,NULL,430,1,Not agree,Not agree,1004,NULL,NULL,7,0
39319,11/7/2021,IN,1030291,NULL,NULL,0,0,Not agree,Agree,16915,16354,561,0,0
38426,10/23/2021,MI,1247023,1104634,142389,0,0,Agree,Agree,23309,21862,1447,0,0
30598,6/14/2021,WI,676276,611719,64557,69,6,Agree,Agree,8015,7208,807,2,0
34051,8/11/2021,MT,119123,106075,13048,369,46,Agree,Agree,1726,1726,0,0,0
12790,8/22/2020,DE,16943,15975,968,89,7,Agree,Agree,600,531,69,0,0
6797,5/14/2020,ID,2351,2152,199,27,1,Agree,Agree,72,53,19,3,1
34737,8/22/2021,WA,534025,NULL,NULL,2786,498,NULL,NULL,6374,NULL,NULL,9,0
27626,4/26/2021,MI,943226,846417,96809,4748,647,Agree,Agree,18889,17736,1153,79,8
13410,9/1/2020,MS,87178,81656,5522,684,178,Agree,Agree,2886,2681,205,15,2
18850,12/1/2020,DE,36886,35484,1402,368,21,Agree,Agree,777,683,94,0,0
37688,10/11/2021,CT,395109,358142,36967,367,20,Agree,Agree,8667,7086,1581,0,0
11374,7/29/2020,NE,25421,NULL,NULL,277,0,Not agree,Not agree,313,NULL,NULL,0,0
16592,10/24/2020,NC,264022,252927,11095,2454,258,Agree,Agree,4479,4393,86,22,1
22418,1/29/2021,NV,276279,276279,0,1328,0,Agree,NULL,4218,NULL,NULL,37,0
14706,9/23/2020,CA,787470,787470,0,3146,0,Agree,Agree,15038,15038,0,138,0
3806,3/25/2020,MI,12158,11893,265,1258,27,Agree,Agree,113,103,10,25,1
28858,5/16/2021,WI,669668,606158,63510,241,9,Agree,Agree,7712,6958,754,0,0
4952,4/13/2020,NC,5266,5261,5,112,0,Agree,Agree,125,125,0,18,0
27808,4/29/2021,MO,584825,NULL,NULL,756,223,Not agree,Not agree,8953,NULL,NULL,1,0
9444,6/27/2020,MD,66777,NULL,NULL,327,0,NULL,NULL,3280,3148,132,19,0
22464,1/30/2021,MD,354473,NULL,NULL,1747,0,NULL,NULL,7569,7373,196,36,0
3395,3/18/2020,NH,39,NULL,NULL,13,NULL,Not agree,Not agree,0,NULL,NULL,0,NULL
4706,4/9/2020,MI,31222,30177,1045,1112,58,Agree,Agree,1779,1667,112,155,10
16750,10/27/2020,DE,24552,23428,1124,135,2,Agree,Agree,686,605,81,1,0
31154,6/24/2021,GU,8328,NULL,NULL,12,0,Not agree,Not agree,139,NULL,NULL,0,0
15490,10/6/2020,DE,21717,20654,1063,130,1,Agree,Agree,646,566,80,1,0
23942,2/24/2021,AL,490730,387208,103522,976,260,Agree,Agree,10472,8356,2116,23,2
7214,5/21/2020,GU,165,NULL,NULL,0,0,Not agree,Not agree,5,NULL,NULL,0,0
11914,8/7/2020,NE,28078,NULL,NULL,207,0,Not agree,Not agree,340,NULL,NULL,0,0
28448,5/10/2021,CT,343545,314893,28652,277,35,Agree,Agree,8154,6714,1440,17,0
5215,4/17/2020,VI,54,NULL,NULL,1,NULL,NULL,NULL,2,NULL,NULL,1,NULL
16531,10/23/2020,MT,26503,26503,0,183,0,Agree,Agree,282,282,0,-1,0
25165,3/16/2021,ME,47388,36726,10662,0,0,Agree,Agree,725,702,23,0,0
18668,11/28/2020,CT,112581,104793,7788,0,0,Agree,Agree,4961,3981,980,0,0
18031,11/17/2020,MT,49398,49398,0,1371,0,Agree,Agree,543,543,0,21,0
9550,6/29/2020,DE,11688,10765,923,80,0,Agree,Agree,507,449,58,0,0
20004,12/20/2020,MD,253073,NULL,NULL,2265,0,NULL,NULL,5777,5593,184,30,0
37644,10/10/2021,MD,544219,NULL,NULL,667,0,NULL,NULL,10593,10363,230,5,0
39932,11/17/2021,NC,1510086,1270378,239708,2171,672,Agree,Agree,18514,16292,2222,52,3
39204,11/5/2021,MD,565355,NULL,NULL,791,0,NULL,NULL,10965,10734,231,9,0
39032,11/2/2021,NC,1483678,1250132,233546,1214,313,Agree,Agree,18130,15945,2185,26,1
25705,3/25/2021,ME,49444,38058,11386,253,177,Agree,Agree,731,708,23,0,0
16255,10/18/2020,VI,1335,NULL,NULL,0,0,NULL,NULL,21,NULL,NULL,0,0
28650,5/13/2021,MS,315487,193252,122235,157,71,Agree,Agree,7373,5087,2286,2,1
23822,2/22/2021,AL,488389,385556,102833,1355,808,Agree,Agree,10427,8318,2109,21,8
151,1/24/2020,MT,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
9678,7/1/2020,IL,145066,144013,1053,828,0,Agree,Agree,7152,6951,201,28,0
33035,7/25/2021,NH,100240,NULL,NULL,44,18,Not agree,Not agree,1385,NULL,NULL,0,0
10817,7/20/2020,ID,15266,14337,929,393,35,Agree,Agree,122,100,22,3,0
8586,6/13/2020,CA,145643,145643,0,3660,0,Agree,Agree,4879,4879,0,47,0
13164,8/28/2020,MD,107294,NULL,NULL,630,0,NULL,NULL,3863,3711,152,11,0
32342,7/14/2021,AL,556189,427926,128263,958,323,Agree,Agree,11556,9209,2347,8,0
22146,1/25/2021,CA,3136158,3136158,0,27007,0,Agree,Agree,36448,36448,0,240,0
24250,3/1/2021,DE,88847,84192,4655,136,18,Agree,Agree,1422,1286,136,0,0
31350,6/27/2021,MS,321734,196851,124883,175,97,Agree,Agree,7473,5154,2319,2,0
23311,2/13/2021,MT,97297,97297,0,234,0,Agree,Agree,1327,1327,0,3,0
13294,8/30/2020,NE,34115,NULL,NULL,286,0,Not agree,Not agree,392,NULL,NULL,0,0
19562,12/13/2020,AL,294786,244552,50234,2206,248,Agree,Agree,5999,5009,990,40,13
1894,2/22/2020,NE,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
22918,2/6/2021,WI,600016,549155,50861,1114,180,Agree,Agree,6611,6052,559,36,4
12482,8/17/2020,AL,108747,103407,5340,1423,162,Agree,Agree,2959,2629,330,27,5
3074,3/13/2020,GU,0,NULL,NULL,0,NULL,Not agree,Not agree,0,NULL,NULL,0,NULL
25714,3/25/2021,NE,208849,NULL,NULL,305,0,Not agree,Not agree,2175,NULL,NULL,16,0
33737,8/6/2021,ID,204091,163114,40977,679,152,Agree,Agree,2217,1928,289,3,2
3077,3/13/2020,ID,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
3536,3/20/2020,VT,20,NULL,NULL,6,0,Not agree,Not agree,2,NULL,NULL,2,0
32654,7/19/2021,GU,8486,NULL,NULL,8,1,Not agree,Not agree,143,NULL,NULL,0,0
38110,10/18/2021,DE,140462,128752,11710,295,49,Agree,Agree,2032,1864,168,0,0
18025,11/17/2020,ME,9519,8559,960,156,8,Agree,Agree,170,169,1,4,0
17973,11/16/2020,ND,65967,65967,0,1082,0,Agree,Not agree,769,NULL,NULL,26,0
20490,12/28/2020,MS,213366,147560,65806,2012,1087,Agree,Agree,5472,4157,1315,63,31
10742,7/19/2020,AL,67550,65799,1751,1556,52,Agree,Agree,1831,1681,150,42,8
3930,3/27/2020,MS,1724,1704,20,165,0,Agree,Agree,117,116,1,8,0
36318,9/18/2021,IL,1593147,1593147,0,2805,0,Agree,Agree,27208,24577,2631,33,2
19898,12/18/2020,NV,199257,199257,0,2878,0,Agree,NULL,2708,NULL,NULL,35,0
56,1/22/2020,VT,0,NULL,NULL,0,NULL,Not agree,Not agree,0,NULL,NULL,0,NULL
34037,8/11/2021,ID,206523,165061,41462,736,151,Agree,Agree,2236,1942,294,10,4
16697,10/26/2020,ID,60041,52846,7195,697,113,Agree,Agree,580,536,44,7,-1
20338,12/25/2020,WI,505345,467899,37446,1639,133,Agree,Agree,5025,4679,346,6,1
13894,9/9/2020,NE,36948,NULL,NULL,363,0,Not agree,Not agree,421,NULL,NULL,15,0
3794,3/25/2020,GU,38,NULL,NULL,8,NULL,Not agree,Not agree,1,NULL,NULL,0,NULL
16651,10/25/2020,MT,27880,27880,0,738,0,Agree,Agree,297,297,0,3,0
15597,10/7/2020,WA,92771,NULL,NULL,551,39,NULL,NULL,2177,NULL,NULL,12,0
23402,2/15/2021,AL,482022,381315,100707,875,297,Agree,Agree,10214,8151,2063,29,11
4868,4/12/2020,CT,12035,NULL,NULL,525,NULL,Agree,Agree,554,NULL,NULL,60,NULL
20852,1/3/2021,NC,592687,533226,59461,6808,1366,Agree,Agree,8176,7538,638,83,20
36006,9/13/2021,CA,4554525,4360955,193570,6842,0,Agree,Agree,66716,66716,0,15,0
29548,5/28/2021,MO,599127,NULL,NULL,459,167,Not agree,Not agree,9080,NULL,NULL,-1,0
26036,3/30/2021,VT,17792,NULL,NULL,74,5,Not agree,Not agree,222,NULL,NULL,2,0
34258,8/14/2021,WI,705680,637086,68594,823,81,Agree,Agree,8322,7471,851,0,0
36434,9/20/2021,GU,13859,NULL,NULL,199,119,Not agree,Not agree,181,NULL,NULL,0,0
15126,9/30/2020,CA,810625,810625,0,3200,0,Agree,Agree,15657,15657,0,195,0
11731,8/4/2020,MT,4429,4429,0,115,0,Agree,Agree,65,65,0,1,0
26424,4/6/2021,MD,419055,NULL,NULL,0,0,NULL,NULL,8921,8714,207,16,0
38730,10/28/2021,MS,504009,289092,214917,343,126,Agree,Agree,10064,6741,3323,4,1
39537,11/10/2021,WA,746354,NULL,NULL,1990,649,NULL,NULL,8857,NULL,NULL,0,0
17839,11/14/2020,IN,244887,NULL,NULL,8322,0,Not agree,Agree,4872,4634,238,24,0
11354,7/29/2020,GU,354,NULL,NULL,3,0,Not agree,Not agree,5,NULL,NULL,0,0
17710,11/12/2020,DE,28155,26935,1220,463,13,Agree,Agree,732,642,90,8,3
11756,8/4/2020,VT,1306,NULL,NULL,2,0,Not agree,Not agree,57,NULL,NULL,0,0
23537,2/17/2021,ID,168353,136810,31543,408,111,Agree,Agree,1817,1600,217,11,0
3750,3/24/2020,MS,1307,1287,20,138,1,Agree,Agree,93,92,1,7,0
19510,12/12/2020,DE,45753,44044,1709,618,24,Agree,Agree,815,718,97,0,0
24331,3/2/2021,MT,100158,100158,0,155,0,Agree,Agree,1372,1372,0,15,0
17648,11/11/2020,CT,84741,79333,5408,1754,129,Agree,Agree,4716,3791,925,9,3
18482,11/25/2020,AL,239727,201587,38140,2716,483,Agree,Agree,5208,4405,803,37,8
33338,7/30/2021,NV,356401,356401,0,1310,0,Agree,NULL,5912,NULL,NULL,12,0
15956,10/13/2020,VT,1730,NULL,NULL,11,0,Not agree,Not agree,57,NULL,NULL,0,0
4502,4/6/2020,AL,2072,2001,71,173,3,Agree,Agree,95,90,5,11,0
10268,7/11/2020,CT,47287,45308,1979,0,0,Agree,Agree,4348,3476,872,0,0
36656,9/23/2021,VT,30114,NULL,NULL,132,0,Not agree,Not agree,290,NULL,NULL,0,0
29714,5/31/2021,GU,8173,NULL,NULL,5,0,Not agree,Not agree,139,NULL,NULL,0,0
28990,5/19/2021,DE,108000,100653,7347,101,13,Agree,Agree,1652,1510,142,1,0
33933,8/9/2021,ND,112560,102725,9835,224,99,Agree,Not agree,1542,NULL,NULL,0,0
15066,9/29/2020,CA,807425,807425,0,2162,0,Agree,Agree,15462,15462,0,11,0
2462,3/3/2020,AL,0,0,0,0,0,Agree,Agree,1,0,1,0,0
18092,11/18/2020,NC,332980,314347,18633,4589,534,Agree,Agree,5375,5215,160,39,1
3790,3/25/2020,DE,154,154,0,18,0,Agree,Agree,0,NULL,NULL,0,NULL
16113,10/16/2020,ND,31261,31261,0,744,0,Agree,Not agree,399,NULL,NULL,11,0
33808,8/7/2021,MO,701602,NULL,NULL,1768,433,Not agree,Not agree,9828,NULL,NULL,1,0
17755,11/12/2020,VI,1426,NULL,NULL,13,0,NULL,NULL,23,NULL,NULL,0,0
5648,4/25/2020,CT,24582,24582,0,661,0,Agree,Agree,1862,1862,0,98,0
19055,12/4/2020,NH,23690,NULL,NULL,765,272,Not agree,Not agree,552,NULL,NULL,8,1
15098,9/29/2020,NV,79699,79595,104,402,-2,Agree,NULL,1635,NULL,NULL,8,0
1526,2/16/2020,MI,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
38035,10/16/2021,VI,7074,NULL,NULL,29,0,NULL,NULL,78,NULL,NULL,0,0
16650,10/25/2020,MS,118511,103656,14855,464,168,Agree,Agree,3603,3218,385,6,0
15306,10/3/2020,CA,819436,819436,0,2159,0,Agree,Agree,15932,15932,0,14,0
39385,11/8/2021,ME,108710,77599,31111,938,270,Agree,Agree,1215,1120,95,8,1
8665,6/14/2020,ME,2810,2495,315,53,10,Agree,Agree,101,100,1,1,1
38038,10/16/2021,WI,855207,766566,88641,2545,318,Agree,Agree,9162,8249,913,10,0
36806,9/26/2021,MI,1138461,1013223,125238,2905,328,Agree,Agree,22226,20877,1349,6,-1
31677,7/2/2021,WA,452483,NULL,NULL,411,75,NULL,NULL,5939,NULL,NULL,1,0
27332,4/21/2021,NC,954560,818551,136009,2122,515,Agree,Agree,12922,11415,1507,10,1
29336,5/24/2021,VT,22571,NULL,NULL,20,3,Not agree,Not agree,248,NULL,NULL,0,0
31256,6/25/2021,VT,22805,NULL,NULL,4,0,Not agree,Not agree,249,NULL,NULL,0,0
13856,9/8/2020,VT,1513,NULL,NULL,2,0,Not agree,Not agree,57,NULL,NULL,0,0
1454,2/15/2020,GU,0,NULL,NULL,0,NULL,Not agree,Not agree,0,NULL,NULL,0,NULL
31615,7/1/2021,VI,3895,NULL,NULL,16,0,NULL,NULL,30,NULL,NULL,0,0
10651,7/17/2020,MT,2366,2366,0,24,0,Agree,Agree,37,37,0,0,0
37826,10/13/2021,MI,1209726,1073228,136498,6043,847,Agree,Agree,22864,21459,1405,43,14
10517,7/15/2020,ID,12445,11637,808,727,36,Agree,Agree,110,89,21,7,1
13759,9/7/2020,IN,100394,NULL,NULL,590,0,Not agree,Agree,3349,3135,214,4,0
17432,11/7/2020,NC,296684,282280,14404,2682,288,Agree,Agree,4980,4853,127,35,3
12505,8/17/2020,ME,4213,3781,432,16,2,Agree,Agree,127,126,1,0,0
15715,10/9/2020,VI,1324,NULL,NULL,0,0,NULL,NULL,20,NULL,NULL,0,0
6866,5/15/2020,MI,80792,75217,5575,3612,350,Agree,Agree,5413,5119,294,46,1
3874,3/26/2020,NE,74,NULL,NULL,2,0,Not agree,Not agree,0,NULL,NULL,0,0
1806,2/21/2020,CA,17,17,0,2,0,Agree,Agree,0,0,0,0,0
8642,6/14/2020,AL,26157,25808,349,820,0,Agree,Agree,1076,1001,75,14,0
34634,8/21/2021,GU,9394,NULL,NULL,51,0,Not agree,Not agree,144,NULL,NULL,0,0
36032,9/13/2021,NC,1317111,1113408,203703,3037,465,Agree,Agree,15629,13741,1888,57,4
39776,11/14/2021,VT,40805,NULL,NULL,0,0,Not agree,Not agree,375,NULL,NULL,0,0
21786,1/19/2021,CA,2996968,2996968,0,23794,0,Agree,Agree,33364,33364,0,225,0
5108,4/16/2020,CT,15884,15884,0,1129,0,Agree,Agree,971,774,197,103,197
19293,12/8/2020,ND,86150,84228,1922,2333,1922,Agree,Not agree,1080,NULL,NULL,16,0
18066,11/18/2020,CA,1047789,1047789,0,9811,0,Agree,Agree,18395,18395,0,52,0
8134,6/5/2020,NE,15304,NULL,NULL,182,0,Not agree,Not agree,186,NULL,NULL,0,0
14731,9/23/2020,MT,11220,11220,0,320,0,Agree,Agree,165,165,0,2,0
30086,6/6/2021,MI,998767,893934,104833,183,21,Agree,Agree,20752,19514,1238,24,2
30268,6/9/2021,MO,604380,NULL,NULL,687,205,Not agree,Not agree,9193,NULL,NULL,0,0
27416,4/22/2021,VT,20894,NULL,NULL,74,3,Not agree,Not agree,238,NULL,NULL,0,0
23492,2/16/2021,NC,837433,731211,106222,3716,826,Agree,Agree,11860,10506,1354,45,3
22077,1/23/2021,WA,300037,NULL,NULL,1744,119,NULL,NULL,4114,NULL,NULL,0,0
20757,1/1/2021,WA,250630,NULL,NULL,4217,220,NULL,NULL,3461,NULL,NULL,0,0
10279,7/11/2020,IN,51079,NULL,NULL,779,0,Not agree,Agree,2740,2555,185,8,0
153,1/24/2020,ND,0,NULL,NULL,0,NULL,Agree,Not agree,0,NULL,NULL,0,NULL
27811,4/29/2021,MT,108663,98831,9832,174,139,Agree,Agree,1570,1570,0,3,0
6324,5/6/2020,MD,28163,NULL,NULL,0,0,NULL,NULL,1551,1473,78,44,2
5734,4/26/2020,NE,3165,NULL,NULL,329,0,Not agree,Not agree,56,NULL,NULL,3,0
35406,9/3/2021,CA,4457045,4267986,189059,11742,0,Agree,Agree,65704,65704,0,119,0
3115,3/13/2020,VI,0,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,0,NULL
12488,8/17/2020,CT,51267,49251,2016,370,6,Agree,Agree,4456,3572,884,3,0
33984,8/10/2021,MD,476070,NULL,NULL,886,0,NULL,NULL,9870,9649,221,1,0
9296,6/24/2020,VT,1082,NULL,NULL,9,0,Not agree,Not agree,55,NULL,NULL,0,0
3208,3/15/2020,MO,37,NULL,NULL,11,0,Not agree,Not agree,0,NULL,NULL,0,0
16653,10/25/2020,ND,38241,38241,0,522,0,Agree,Not agree,461,NULL,NULL,5,0
25706,3/25/2021,MI,763105,688269,74836,6061,843,Agree,Agree,17112,16086,1026,31,4
12090,8/10/2020,MS,72321,69343,2978,872,113,Agree,Agree,2471,2350,121,24,1
28256,5/6/2021,VT,21809,NULL,NULL,57,4,Not agree,Not agree,244,NULL,NULL,0,0
23117,2/10/2021,ID,166553,135463,31090,458,113,Agree,Agree,1791,1577,214,11,1
17184,11/3/2020,MD,148766,NULL,NULL,1000,0,NULL,NULL,4315,4155,160,13,0
5433,4/21/2020,ND,644,644,0,17,0,Agree,Not agree,13,NULL,NULL,0,0
26314,4/4/2021,NE,212156,NULL,NULL,144,0,Not agree,Not agree,2181,NULL,NULL,0,0
4937,4/13/2020,ID,1486,NULL,NULL,28,NULL,Agree,Agree,33,NULL,NULL,6,NULL
6378,5/7/2020,IL,70873,70873,0,2641,0,Agree,Agree,3111,3111,0,137,0
12331,8/14/2020,MT,5541,5541,0,2,0,Agree,Agree,81,81,0,0,0
17971,11/16/2020,MT,48027,48027,0,869,0,Agree,Agree,522,522,0,2,0
10465,7/14/2020,ME,3578,3186,392,12,-6,Agree,Agree,114,113,1,0,0
1530,2/16/2020,MS,0,NULL,NULL,0,NULL,Agree,Agree,0,NULL,NULL,0,NULL
19538,12/12/2020,NV,183951,183951,0,2641,0,Agree,NULL,2520,NULL,NULL,41,0
1566,2/17/2020,CA,8,8,0,0,0,Agree,Agree,0,0,0,0,0
34830,8/24/2021,MS,420174,248795,171379,3385,1896,Agree,Agree,8180,5594,2586,19,6
36962,9/29/2021,AL,794379,595716,198663,1718,632,Agree,Agree,15046,11640,3406,40,9
27445,4/23/2021,ME,59612,44532,15080,373,127,Agree,Agree,772,747,25,1,0
5613,4/24/2020,ND,748,748,0,39,0,Agree,Not agree,15,NULL,NULL,0,0
13590,9/4/2020,MS,88974,83080,5894,513,132,Agree,Agree,2932,2715,217,14,5
23877,2/22/2021,WA,334806,NULL,NULL,507,68,NULL,NULL,4857,NULL,NULL,35,0
16338,10/20/2020,IL,354462,350875,3587,3714,0,Agree,Agree,9537,9277,260,41,0
21388,1/12/2021,MO,490138,NULL,NULL,3111,762,Not agree,Not agree,7407,NULL,NULL,46,0
508,1/30/2020,MO,0,NULL,NULL,0,NULL,Not agree,Not agree,0,NULL,NULL,0,NULL
29133,5/21/2021,ND,109577,100715,8862,68,23,Agree,Not agree,1507,NULL,NULL,0,0
25112,3/15/2021,NC,888334,769434,118900,985,307,Agree,Agree,12502,11053,1449,14,1
31157,6/24/2021,ID,194609,155785,38824,89,14,Agree,Agree,2143,1867,276,3,1
6098,5/2/2020,NV,5311,5311,0,84,0,Agree,NULL,257,NULL,NULL,3,0
9995,7/6/2020,NH,5914,NULL,NULL,17,0,Not agree,Not agree,382,NULL,NULL,1,0
21258,1/10/2021,IL,1028750,1028750,0,4711,0,Agree,Agree,19293,17574,1719,83,3
33084,7/26/2021,MD,466514,NULL,NULL,565,0,NULL,NULL,9810,9591,219,3,0
14108,9/13/2020,CT,54326,52095,2231,0,0,Agree,Agree,4480,3595,885,0,0
38826,10/30/2021,CA,4892387,4647587,244800,0,0,Agree,Not agree,71519,NULL,NULL,0,0
5186,4/17/2020,MI,39445,37890,1555,1019,59,Agree,Agree,3019,2837,182,145,10
14218,9/14/2020,WI,95497,89956,5541,818,47,Agree,Agree,1218,1210,8,0,0
